
		=====| REDE NEURAL ARTIFICIAL EVOLUTIVA |=====

	OBJETIVO: Aprendizado da Funcao Logica P E Q.

	Licoes:
	 LICAO    P    Q  (Resultado Esperado)
	+------+----+----+---------------------+
	(1) - 0   0   0
	(2) - 0   1   0
	(3) - 1   0   0
	(4) - 1   1   1


	Learning Rate: 0.20
	Sinapse Threshold: 0.60
	Populacao MAXIMA: 300.
	3 MUTACOES a cada sequencia de 5 GERACOES.
	TOTAL de GERACOES: 10.




	INICIO DO TREINAMENTO: Dia: 8   Mes: 5   Ano: 2024

Dia da Semana: 3.
14:4:7.


	 TABELA DE INDIVIDUOS:
| 	(1) 	| numero = 1 	| endr = 0067FE80 	| err = 0 	| 1 -> 2 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 121 	| endr = 0067FE80 	| err = 1 	| 121 -> 122 	| genes = 0.55,0.04,0.11,0.53,0.14,0.87,	|
| 	(1) 	| numero = 122 	| endr = 0067FE80 	| err = 1 	| 122 -> 123 	| genes = 0.37,0.20,0.13,0.18,0.99,0.73,	|
| 	(1) 	| numero = 123 	| endr = 0067FE80 	| err = 1 	| 123 -> 124 	| genes = 0.65,0.79,0.35,0.20,0.99,0.00,	|
| 	(1) 	| numero = 124 	| endr = 0067FE80 	| err = 1 	| 124 -> 125 	| genes = 0.93,0.86,0.89,0.51,0.44,0.68,	|
| 	(1) 	| numero = 125 	| endr = 0067FE80 	| err = 1 	| 125 -> 126 	| genes = 0.00,0.69,0.88,0.88,0.04,0.79,	|
| 	(1) 	| numero = 126 	| endr = 0067FE80 	| err = 1 	| 126 -> 127 	| genes = 0.19,0.57,0.76,0.95,0.96,0.07,	|
| 	(1) 	| numero = 127 	| endr = 0067FE80 	| err = 1 	| 127 -> 128 	| genes = 0.29,0.73,0.25,0.33,0.53,0.15,	|
| 	(1) 	| numero = 128 	| endr = 0067FE80 	| err = 1 	| 128 -> 129 	| genes = 0.34,0.23,0.07,0.60,0.40,0.57,	|
| 	(1) 	| numero = 129 	| endr = 0067FE80 	| err = 1 	| 129 -> 130 	| genes = 0.36,0.47,0.73,0.24,0.43,0.37,	|
| 	(1) 	| numero = 130 	| endr = 0067FE80 	| err = 1 	| 130 -> 131 	| genes = 0.12,0.14,0.58,0.68,0.20,0.19,	|
| 	(1) 	| numero = 131 	| endr = 0067FE80 	| err = 1 	| 131 -> 133 	| genes = 0.62,0.45,0.08,0.08,0.52,0.42,	|
| 	(1) 	| numero = 133 	| endr = 0067FE80 	| err = 1 	| 133 -> 134 	| genes = 0.22,0.64,0.14,0.49,0.52,0.84,	|
| 	(1) 	| numero = 134 	| endr = 0067FE80 	| err = 1 	| 134 -> 135 	| genes = 0.71,0.41,0.31,0.87,0.54,0.67,	|
| 	(1) 	| numero = 135 	| endr = 0067FE80 	| err = 1 	| 135 -> 136 	| genes = 0.42,0.27,0.15,0.06,0.72,0.02,	|
| 	(1) 	| numero = 136 	| endr = 0067FE80 	| err = 1 	| 136 -> 138 	| genes = 0.75,0.55,0.90,0.82,0.11,0.31,	|
| 	(1) 	| numero = 138 	| endr = 0067FE80 	| err = 1 	| 138 -> 139 	| genes = 0.29,0.35,0.45,0.34,0.01,0.21,	|
| 	(1) 	| numero = 139 	| endr = 0067FE80 	| err = 1 	| 139 -> 140 	| genes = 0.67,0.37,0.58,0.94,0.80,0.03,	|
| 	(1) 	| numero = 140 	| endr = 0067FE80 	| err = 1 	| 140 -> 141 	| genes = 0.07,0.81,0.22,0.21,0.27,0.49,	|
| 	(1) 	| numero = 141 	| endr = 0067FE80 	| err = 1 	| 141 -> 142 	| genes = 0.85,0.69,0.75,0.41,0.59,0.84,	|
| 	(1) 	| numero = 142 	| endr = 0067FE80 	| err = 1 	| 142 -> 143 	| genes = 0.43,0.24,0.75,0.32,0.01,0.52,	|
| 	(1) 	| numero = 143 	| endr = 0067FE80 	| err = 1 	| 143 -> 144 	| genes = 0.48,0.89,0.78,0.01,0.70,0.35,	|
| 	(1) 	| numero = 144 	| endr = 0067FE80 	| err = 1 	| 144 -> 145 	| genes = 0.61,0.46,0.13,0.64,0.57,0.26,	|
| 	(1) 	| numero = 145 	| endr = 0067FE80 	| err = 1 	| 145 -> 146 	| genes = 0.65,0.37,0.83,1.00,0.23,0.06,	|
| 	(1) 	| numero = 146 	| endr = 0067FE80 	| err = 1 	| 146 -> 147 	| genes = 0.35,0.16,0.08,0.76,0.04,0.75,	|
| 	(1) 	| numero = 147 	| endr = 0067FE80 	| err = 1 	| 147 -> 148 	| genes = 0.60,0.35,0.33,0.24,0.83,0.70,	|
| 	(1) 	| numero = 148 	| endr = 0067FE80 	| err = 1 	| 148 -> 149 	| genes = 0.06,0.26,0.23,0.34,0.57,0.00,	|
| 	(1) 	| numero = 149 	| endr = 0067FE80 	| err = 1 	| 149 -> 150 	| genes = 0.84,0.31,0.25,0.98,0.40,0.89,	|
| 	(1) 	| numero = 150 	| endr = 0067FE80 	| err = 1 	| 150 -> 151 	| genes = 0.70,0.20,0.33,0.81,0.79,0.04,	|
| 	(1) 	| numero = 151 	| endr = 0067FE80 	| err = 1 	| 151 -> 152 	| genes = 0.91,0.19,0.26,0.30,0.33,0.13,	|
| 	(1) 	| numero = 152 	| endr = 0067FE80 	| err = 1 	| 152 -> 153 	| genes = 0.26,0.33,0.73,0.69,0.81,0.59,	|
| 	(1) 	| numero = 153 	| endr = 0067FE80 	| err = 1 	| 153 -> 154 	| genes = 1.00,0.78,0.91,0.16,0.24,0.52,	|
| 	(1) 	| numero = 154 	| endr = 0067FE80 	| err = 1 	| 154 -> 156 	| genes = 0.72,0.31,0.39,0.85,0.78,1.00,	|
| 	(1) 	| numero = 156 	| endr = 0067FE80 	| err = 1 	| 156 -> 158 	| genes = 0.31,0.92,0.70,0.46,0.15,0.11,	|
| 	(1) 	| numero = 158 	| endr = 0067FE80 	| err = 1 	| 158 -> 159 	| genes = 0.41,0.11,0.81,0.84,0.72,0.40,	|
| 	(1) 	| numero = 159 	| endr = 0067FE80 	| err = 1 	| 159 -> 160 	| genes = 0.03,0.13,0.91,0.52,0.73,0.41,	|
| 	(1) 	| numero = 160 	| endr = 0067FE80 	| err = 1 	| 160 -> 163 	| genes = 0.46,0.00,0.86,0.15,0.17,0.88,	|
| 	(1) 	| numero = 163 	| endr = 0067FE80 	| err = 1 	| 163 -> 166 	| genes = 0.44,0.34,0.86,0.84,0.94,0.27,	|
| 	(1) 	| numero = 166 	| endr = 0067FE80 	| err = 1 	| 166 -> 170 	| genes = 0.92,0.05,0.38,0.61,0.48,0.78,	|
| 	(1) 	| numero = 170 	| endr = 0067FE80 	| err = 1 	| 170 -> 172 	| genes = 0.21,0.04,0.29,0.36,0.90,0.14,	|
| 	(1) 	| numero = 172 	| endr = 0067FE80 	| err = 1 	| 172 -> 174 	| genes = 0.28,0.03,0.30,0.56,0.38,0.45,	|
| 	(1) 	| numero = 174 	| endr = 0067FE80 	| err = 1 	| 174 -> 175 	| genes = 0.32,0.66,0.78,0.39,0.08,0.97,	|
| 	(1) 	| numero = 175 	| endr = 0067FE80 	| err = 1 	| 175 -> 176 	| genes = 0.27,1.00,0.34,0.88,0.47,0.10,	|
| 	(1) 	| numero = 176 	| endr = 0067FE80 	| err = 1 	| 176 -> 178 	| genes = 0.03,0.93,0.26,0.33,0.91,0.04,	|
| 	(1) 	| numero = 178 	| endr = 0067FE80 	| err = 1 	| 178 -> 180 	| genes = 0.53,0.44,0.20,0.15,0.40,0.93,	|
| 	(1) 	| numero = 180 	| endr = 0067FE80 	| err = 1 	| 180 -> 181 	| genes = 0.78,0.95,0.61,0.29,0.19,0.93,	|
| 	(1) 	| numero = 181 	| endr = 0067FE80 	| err = 1 	| 181 -> 183 	| genes = 0.46,0.50,0.96,1.00,0.52,0.21,	|
| 	(1) 	| numero = 183 	| endr = 0067FE80 	| err = 1 	| 183 -> 184 	| genes = 0.91,0.94,0.79,0.84,0.18,0.07,	|
| 	(1) 	| numero = 184 	| endr = 0067FE80 	| err = 1 	| 184 -> 185 	| genes = 0.30,0.74,1.00,0.85,0.74,0.89,	|
| 	(1) 	| numero = 185 	| endr = 0067FE80 	| err = 1 	| 185 -> 186 	| genes = 0.05,0.50,0.84,0.88,0.57,0.52,	|
| 	(1) 	| numero = 186 	| endr = 0067FE80 	| err = 1 	| 186 -> 187 	| genes = 0.98,1.00,0.28,0.73,0.00,0.40,	|
| 	(1) 	| numero = 187 	| endr = 0067FE80 	| err = 1 	| 187 -> 188 	| genes = 0.69,0.73,0.41,0.65,0.40,0.34,	|
| 	(1) 	| numero = 188 	| endr = 0067FE80 	| err = 1 	| 188 -> 190 	| genes = 0.01,0.95,0.92,0.22,0.14,0.07,	|
| 	(1) 	| numero = 190 	| endr = 0067FE80 	| err = 1 	| 190 -> 191 	| genes = 0.02,0.37,0.69,0.37,0.41,0.46,	|
| 	(1) 	| numero = 191 	| endr = 0067FE80 	| err = 1 	| 191 -> 192 	| genes = 0.17,0.70,0.31,0.74,0.93,0.69,	|
| 	(1) 	| numero = 192 	| endr = 0067FE80 	| err = 1 	| 192 -> 193 	| genes = 0.04,0.26,0.07,0.24,0.55,0.63,	|
| 	(1) 	| numero = 193 	| endr = 0067FE80 	| err = 1 	| 193 -> 194 	| genes = 0.38,0.93,0.76,0.40,0.94,0.18,	|
| 	(1) 	| numero = 194 	| endr = 0067FE80 	| err = 1 	| 194 -> 195 	| genes = 0.58,0.90,0.75,0.77,0.87,0.95,	|
| 	(1) 	| numero = 195 	| endr = 0067FE80 	| err = 1 	| 195 -> 197 	| genes = 0.88,0.60,0.97,0.49,0.53,0.32,	|
| 	(1) 	| numero = 197 	| endr = 0067FE80 	| err = 1 	| 197 -> 199 	| genes = 0.60,0.40,0.57,0.22,0.32,0.25,	|
| 	(1) 	| numero = 199 	| endr = 0067FE80 	| err = 1 	| 199 -> 200 	| genes = 0.96,0.34,0.94,0.20,0.19,0.71,	|
| 	(1) 	| numero = 200 	| endr = 0067FE80 	| err = 1 	| 200 -> 201 	| genes = 0.39,0.91,0.87,0.50,0.67,0.33,	|
| 	(1) 	| numero = 201 	| endr = 0067FE80 	| err = 1 	| 201 -> 202 	| genes = 0.10,0.72,0.12,0.35,0.19,0.53,	|
| 	(1) 	| numero = 202 	| endr = 0067FE80 	| err = 1 	| 202 -> 204 	| genes = 0.39,0.84,0.64,0.58,0.98,0.56,	|
| 	(1) 	| numero = 204 	| endr = 0067FE80 	| err = 1 	| 204 -> 205 	| genes = 0.98,0.10,0.16,0.12,0.58,0.05,	|
| 	(1) 	| numero = 205 	| endr = 0067FE80 	| err = 1 	| 205 -> 206 	| genes = 0.07,0.94,0.57,0.24,0.96,0.86,	|
| 	(1) 	| numero = 206 	| endr = 0067FE80 	| err = 1 	| 206 -> 207 	| genes = 0.53,0.88,0.75,0.21,0.44,0.18,	|
| 	(1) 	| numero = 207 	| endr = 0067FE80 	| err = 1 	| 207 -> 208 	| genes = 0.11,0.17,0.81,0.30,0.45,0.31,	|
| 	(1) 	| numero = 208 	| endr = 0067FE80 	| err = 1 	| 208 -> 209 	| genes = 0.91,0.10,0.69,0.01,0.07,0.11,	|
| 	(1) 	| numero = 209 	| endr = 0067FE80 	| err = 1 	| 209 -> 210 	| genes = 0.49,0.63,0.56,0.11,0.04,0.87,	|
| 	(1) 	| numero = 210 	| endr = 0067FE80 	| err = 1 	| 210 -> 214 	| genes = 0.94,0.06,0.29,0.98,0.23,0.80,	|
| 	(1) 	| numero = 214 	| endr = 0067FE80 	| err = 1 	| 214 -> 215 	| genes = 0.13,0.14,0.04,0.51,0.92,0.87,	|
| 	(1) 	| numero = 215 	| endr = 0067FE80 	| err = 1 	| 215 -> 216 	| genes = 0.28,0.38,0.24,0.92,0.43,0.19,	|
| 	(1) 	| numero = 216 	| endr = 0067FE80 	| err = 1 	| 216 -> 217 	| genes = 0.68,0.79,0.29,0.75,0.74,0.15,	|
| 	(1) 	| numero = 217 	| endr = 0067FE80 	| err = 1 	| 217 -> 218 	| genes = 0.04,0.76,0.75,0.89,0.53,0.41,	|
| 	(1) 	| numero = 218 	| endr = 0067FE80 	| err = 1 	| 218 -> 219 	| genes = 0.38,0.20,0.66,0.00,0.42,0.86,	|
| 	(1) 	| numero = 219 	| endr = 0067FE80 	| err = 1 	| 219 -> 220 	| genes = 0.40,0.35,0.74,0.47,0.36,0.73,	|
| 	(1) 	| numero = 220 	| endr = 0067FE80 	| err = 1 	| 220 -> 222 	| genes = 0.06,0.44,0.87,0.51,0.75,0.82,	|
| 	(1) 	| numero = 222 	| endr = 0067FE80 	| err = 1 	| 222 -> 223 	| genes = 0.54,0.88,0.18,0.10,0.75,0.67,	|
| 	(1) 	| numero = 223 	| endr = 0067FE80 	| err = 1 	| 223 -> 224 	| genes = 0.71,0.14,0.17,0.69,0.41,0.49,	|
| 	(1) 	| numero = 224 	| endr = 0067FE80 	| err = 1 	| 224 -> 225 	| genes = 0.30,0.68,0.87,0.66,0.41,0.40,	|
| 	(1) 	| numero = 225 	| endr = 0067FE80 	| err = 1 	| 225 -> 226 	| genes = 0.63,0.91,0.36,0.60,0.07,0.46,	|
| 	(1) 	| numero = 226 	| endr = 0067FE80 	| err = 1 	| 226 -> 228 	| genes = 0.82,0.04,0.30,0.10,0.26,0.40,	|
| 	(1) 	| numero = 228 	| endr = 0067FE80 	| err = 1 	| 228 -> 230 	| genes = 0.68,0.17,0.63,0.20,0.05,0.57,	|
| 	(1) 	| numero = 230 	| endr = 0067FE80 	| err = 1 	| 230 -> 231 	| genes = 0.36,0.96,0.02,0.66,0.24,0.02,	|
| 	(1) 	| numero = 231 	| endr = 0067FE80 	| err = 1 	| 231 -> 232 	| genes = 0.42,0.91,0.70,0.12,0.14,0.85,	|
| 	(1) 	| numero = 232 	| endr = 0067FE80 	| err = 1 	| 232 -> 235 	| genes = 0.46,0.03,0.90,0.06,0.37,0.62,	|
| 	(1) 	| numero = 235 	| endr = 0067FE80 	| err = 1 	| 235 -> 236 	| genes = 0.06,0.23,0.96,0.18,0.10,0.13,	|
| 	(1) 	| numero = 236 	| endr = 0067FE80 	| err = 1 	| 236 -> 237 	| genes = 0.32,0.18,0.68,0.43,0.47,0.92,	|
| 	(1) 	| numero = 237 	| endr = 0067FE80 	| err = 1 	| 237 -> 239 	| genes = 0.97,0.30,0.14,0.69,0.86,0.17,	|
| 	(1) 	| numero = 239 	| endr = 0067FE80 	| err = 1 	| 239 -> 240 	| genes = 0.68,0.38,0.27,0.53,0.79,0.88,	|
| 	(1) 	| numero = 240 	| endr = 0067FE80 	| err = 1 	| 240 -> 241 	| genes = 0.81,0.79,0.07,0.14,0.82,0.57,	|
| 	(1) 	| numero = 241 	| endr = 0067FE80 	| err = 1 	| 241 -> 242 	| genes = 0.23,0.92,0.75,0.38,0.97,0.22,	|
| 	(1) 	| numero = 242 	| endr = 0067FE80 	| err = 1 	| 242 -> 243 	| genes = 0.51,0.57,0.86,0.85,0.52,0.16,	|
| 	(1) 	| numero = 243 	| endr = 0067FE80 	| err = 1 	| 243 -> 244 	| genes = 0.33,0.67,0.51,0.81,0.36,0.81,	|
| 	(1) 	| numero = 244 	| endr = 0067FE80 	| err = 1 	| 244 -> 245 	| genes = 0.36,0.77,0.03,0.75,0.34,0.32,	|
| 	(1) 	| numero = 245 	| endr = 0067FE80 	| err = 1 	| 245 -> 248 	| genes = 0.67,0.64,0.28,0.29,0.36,0.07,	|
| 	(1) 	| numero = 248 	| endr = 0067FE80 	| err = 1 	| 248 -> 249 	| genes = 0.27,0.61,0.54,0.19,0.79,0.82,	|
| 	(1) 	| numero = 249 	| endr = 0067FE80 	| err = 1 	| 249 -> 251 	| genes = 0.33,0.41,0.68,0.04,0.00,0.36,	|
| 	(1) 	| numero = 251 	| endr = 0067FE80 	| err = 1 	| 251 -> 252 	| genes = 0.73,0.04,0.16,0.37,0.66,0.62,	|
| 	(1) 	| numero = 252 	| endr = 0067FE80 	| err = 1 	| 252 -> 253 	| genes = 0.06,0.86,0.51,0.07,0.08,0.39,	|
| 	(1) 	| numero = 253 	| endr = 0067FE80 	| err = 1 	| 253 -> 254 	| genes = 0.77,0.16,0.02,0.99,0.56,0.43,	|
| 	(1) 	| numero = 254 	| endr = 0067FE80 	| err = 1 	| 254 -> 256 	| genes = 0.59,0.99,0.97,0.69,0.67,0.45,	|
| 	(1) 	| numero = 256 	| endr = 0067FE80 	| err = 1 	| 256 -> 257 	| genes = 0.80,0.28,0.70,0.42,0.47,0.84,	|
| 	(1) 	| numero = 257 	| endr = 0067FE80 	| err = 1 	| 257 -> 258 	| genes = 0.92,0.43,0.54,0.40,0.15,0.07,	|
| 	(1) 	| numero = 258 	| endr = 0067FE80 	| err = 1 	| 258 -> 259 	| genes = 0.50,0.64,0.49,0.04,0.04,0.19,	|
| 	(1) 	| numero = 259 	| endr = 0067FE80 	| err = 1 	| 259 -> 260 	| genes = 0.10,0.97,0.22,0.12,0.22,0.76,	|
| 	(1) 	| numero = 260 	| endr = 0067FE80 	| err = 1 	| 260 -> 261 	| genes = 0.07,0.95,0.86,0.40,0.60,0.54,	|
| 	(1) 	| numero = 261 	| endr = 0067FE80 	| err = 1 	| 261 -> 262 	| genes = 1.00,0.44,0.63,0.41,0.13,0.00,	|
| 	(1) 	| numero = 262 	| endr = 0067FE80 	| err = 1 	| 262 -> 263 	| genes = 0.41,0.79,0.16,0.27,0.27,0.55,	|
| 	(1) 	| numero = 263 	| endr = 0067FE80 	| err = 1 	| 263 -> 264 	| genes = 0.74,0.20,0.59,0.75,0.69,0.67,	|
| 	(1) 	| numero = 264 	| endr = 0067FE80 	| err = 1 	| 264 -> 265 	| genes = 0.80,0.35,0.89,0.44,0.59,0.77,	|
| 	(1) 	| numero = 265 	| endr = 0067FE80 	| err = 1 	| 265 -> 267 	| genes = 0.31,0.90,0.51,0.70,0.22,0.75,	|
| 	(1) 	| numero = 267 	| endr = 0067FE80 	| err = 1 	| 267 -> 268 	| genes = 0.93,0.26,0.16,0.09,0.45,0.32,	|
| 	(1) 	| numero = 268 	| endr = 0067FE80 	| err = 1 	| 268 -> 269 	| genes = 0.15,0.26,0.95,0.77,0.28,0.85,	|
| 	(1) 	| numero = 269 	| endr = 0067FE80 	| err = 1 	| 269 -> 270 	| genes = 0.10,0.77,0.96,0.83,0.52,0.41,	|
| 	(1) 	| numero = 270 	| endr = 0067FE80 	| err = 1 	| 270 -> 272 	| genes = 0.17,0.34,0.79,0.73,0.44,0.52,	|
| 	(1) 	| numero = 272 	| endr = 0067FE80 	| err = 1 	| 272 -> 273 	| genes = 0.69,0.12,0.70,0.27,0.06,0.88,	|
| 	(1) 	| numero = 273 	| endr = 0067FE80 	| err = 1 	| 273 -> 274 	| genes = 0.30,0.57,0.72,0.79,0.65,0.11,	|
| 	(1) 	| numero = 274 	| endr = 0067FE80 	| err = 1 	| 274 -> 275 	| genes = 0.35,0.87,0.76,0.46,0.13,0.62,	|
| 	(1) 	| numero = 275 	| endr = 0067FE80 	| err = 1 	| 275 -> 278 	| genes = 0.24,0.31,0.15,0.56,0.93,0.47,	|
| 	(1) 	| numero = 278 	| endr = 0067FE80 	| err = 1 	| 278 -> 279 	| genes = 0.71,0.28,0.84,0.00,0.27,0.84,	|
| 	(1) 	| numero = 279 	| endr = 0067FE80 	| err = 1 	| 279 -> 282 	| genes = 0.05,0.05,0.13,0.49,0.45,0.84,	|
| 	(1) 	| numero = 282 	| endr = 0067FE80 	| err = 1 	| 282 -> 284 	| genes = 0.73,0.09,0.87,0.97,0.25,0.13,	|
| 	(1) 	| numero = 284 	| endr = 0067FE80 	| err = 1 	| 284 -> 285 	| genes = 0.05,0.24,0.50,0.20,0.66,0.77,	|
| 	(1) 	| numero = 285 	| endr = 0067FE80 	| err = 1 	| 285 -> 286 	| genes = 0.81,0.83,0.43,0.63,0.51,0.12,	|
| 	(1) 	| numero = 286 	| endr = 0067FE80 	| err = 1 	| 286 -> 287 	| genes = 0.25,0.68,0.37,0.10,0.78,0.78,	|
| 	(1) 	| numero = 287 	| endr = 0067FE80 	| err = 1 	| 287 -> 288 	| genes = 0.03,0.32,0.10,0.38,0.58,0.58,	|
| 	(1) 	| numero = 288 	| endr = 0067FE80 	| err = 1 	| 288 -> 289 	| genes = 0.16,0.32,0.83,0.74,0.05,0.49,	|
| 	(1) 	| numero = 289 	| endr = 0067FE80 	| err = 1 	| 289 -> 290 	| genes = 0.37,0.94,0.24,0.78,0.26,0.77,	|
| 	(1) 	| numero = 290 	| endr = 0067FE80 	| err = 1 	| 290 -> 291 	| genes = 0.41,0.40,0.13,0.64,0.66,0.58,	|
| 	(1) 	| numero = 291 	| endr = 0067FE80 	| err = 1 	| 291 -> 292 	| genes = 0.51,0.76,0.86,0.65,0.00,0.00,	|
| 	(1) 	| numero = 292 	| endr = 0067FE80 	| err = 1 	| 292 -> 293 	| genes = 0.09,0.22,0.82,0.08,0.61,0.92,	|
| 	(1) 	| numero = 293 	| endr = 0067FE80 	| err = 1 	| 293 -> 296 	| genes = 0.15,0.82,0.38,0.16,0.89,0.25,	|
| 	(1) 	| numero = 296 	| endr = 0067FE80 	| err = 1 	| 296 -> 297 	| genes = 0.28,0.31,0.63,0.35,0.52,0.97,	|
| 	(1) 	| numero = 297 	| endr = 0067FE80 	| err = 1 	| 297 -> 298 	| genes = 0.17,0.84,0.88,0.14,0.69,0.17,	|
| 	(1) 	| numero = 298 	| endr = 0067FE80 	| err = 1 	| 298 -> 306 	| genes = 0.51,0.91,0.77,0.57,0.24,0.04,	|
| 	(1) 	| numero = 306 	| endr = 0067FE80 	| err = 1 	| 306 -> 309 	| genes = 0.43,0.18,0.95,0.95,0.57,0.26,	|
| 	(1) 	| numero = 309 	| endr = 0067FE80 	| err = 1 	| 309 -> 314 	| genes = 0.43,0.18,0.95,0.90,0.19,0.39,	|
| 	(1) 	| numero = 314 	| endr = 0067FE80 	| err = 1 	| 314 -> 317 	| genes = 0.49,0.11,0.02,0.90,0.19,0.39,	|
| 	(1) 	| numero = 317 	| endr = 0067FE80 	| err = 1 	| 317 -> 321 	| genes = 0.49,0.11,0.02,0.57,0.95,0.06,	|
| 	(1) 	| numero = 321 	| endr = 0067FE80 	| err = 1 	| 321 -> 322 	| genes = 0.87,0.61,0.36,0.40,0.94,0.53,	|
| 	(1) 	| numero = 322 	| endr = 0067FE80 	| err = 1 	| 322 -> 325 	| genes = 0.51,0.24,0.05,0.57,0.95,0.06,	|
| 	(1) 	| numero = 325 	| endr = 0067FE80 	| err = 1 	| 325 -> 326 	| genes = 0.51,0.24,0.05,0.38,0.42,0.79,	|
| 	(1) 	| numero = 326 	| endr = 0067FE80 	| err = 1 	| 326 -> 329 	| genes = 0.47,0.76,0.65,0.40,0.94,0.53,	|
| 	(1) 	| numero = 329 	| endr = 0067FE80 	| err = 1 	| 329 -> 330 	| genes = 0.47,0.76,0.65,0.77,0.58,0.85,	|
| 	(1) 	| numero = 330 	| endr = 0067FE80 	| err = 1 	| 330 -> 337 	| genes = 0.86,0.69,0.64,0.38,0.42,0.79,	|
| 	(1) 	| numero = 337 	| endr = 0067FE80 	| err = 1 	| 337 -> 338 	| genes = 0.95,0.99,0.20,0.41,0.49,0.90,	|
| 	(1) 	| numero = 338 	| endr = 0067FE80 	| err = 1 	| 338 -> 341 	| genes = 0.06,0.22,0.20,0.49,0.81,0.99,	|
| 	(1) 	| numero = 341 	| endr = 0067FE80 	| err = 1 	| 341 -> 342 	| genes = 0.06,0.22,0.20,0.27,0.17,0.31,	|
| 	(1) 	| numero = 342 	| endr = 0067FE80 	| err = 1 	| 342 -> 345 	| genes = 0.46,0.36,0.13,0.41,0.49,0.90,	|
| 	(1) 	| numero = 345 	| endr = 0067FE80 	| err = 1 	| 345 -> 346 	| genes = 0.46,0.36,0.13,0.51,0.41,0.67,	|
| 	(1) 	| numero = 346 	| endr = 0067FE80 	| err = 1 	| 346 -> 349 	| genes = 0.12,0.15,0.55,0.27,0.17,0.31,	|
| 	(1) 	| numero = 349 	| endr = 0067FE80 	| err = 1 	| 349 -> 353 	| genes = 0.12,0.15,0.55,0.63,0.13,0.33,	|
| 	(1) 	| numero = 353 	| endr = 0067FE80 	| err = 1 	| 353 -> 354 	| genes = 0.84,0.25,0.28,0.29,0.03,0.58,	|
| 	(1) 	| numero = 354 	| endr = 0067FE80 	| err = 1 	| 354 -> 357 	| genes = 0.25,0.35,0.86,0.63,0.13,0.33,	|
| 	(1) 	| numero = 357 	| endr = 0067FE80 	| err = 1 	| 357 -> 358 	| genes = 0.25,0.35,0.86,0.26,0.96,0.46,	|
| 	(1) 	| numero = 358 	| endr = 0067FE80 	| err = 1 	| 358 -> 361 	| genes = 0.26,0.68,0.68,0.29,0.03,0.58,	|
| 	(1) 	| numero = 361 	| endr = 0067FE80 	| err = 1 	| 361 -> 366 	| genes = 0.26,0.68,0.68,0.49,0.27,0.93,	|
| 	(1) 	| numero = 366 	| endr = 0067FE80 	| err = 1 	| 366 -> 369 	| genes = 0.26,0.86,0.27,0.49,0.27,0.93,	|
| 	(1) 	| numero = 369 	| endr = 0067FE80 	| err = 1 	| 369 -> 370 	| genes = 0.26,0.86,0.27,0.10,0.87,0.94,	|
| 	(1) 	| numero = 370 	| endr = 0067FE80 	| err = 1 	| 370 -> 373 	| genes = 0.61,0.29,0.02,0.69,0.64,0.48,	|
| 	(1) 	| numero = 373 	| endr = 0067FE80 	| err = 1 	| 373 -> 374 	| genes = 0.61,0.29,0.02,0.88,0.42,0.30,	|
| 	(1) 	| numero = 374 	| endr = 0067FE80 	| err = 1 	| 374 -> 377 	| genes = 0.36,0.90,0.28,0.10,0.87,0.94,	|
| 	(1) 	| numero = 377 	| endr = 0067FE80 	| err = 1 	| 377 -> 381 	| genes = 0.36,0.90,0.28,0.50,0.10,0.81,	|
| 	(1) 	| numero = 381 	| endr = 0067FE80 	| err = 1 	| 381 -> 382 	| genes = 0.38,0.12,0.25,0.26,0.59,0.28,	|
| 	(1) 	| numero = 382 	| endr = 0067FE80 	| err = 1 	| 382 -> 385 	| genes = 0.93,0.56,1.00,0.50,0.10,0.81,	|
| 	(1) 	| numero = 385 	| endr = 0067FE80 	| err = 1 	| 385 -> 386 	| genes = 0.93,0.56,1.00,0.78,0.43,0.03,	|
| 	(1) 	| numero = 386 	| endr = 0067FE80 	| err = 1 	| 386 -> 389 	| genes = 0.89,0.10,0.31,0.26,0.59,0.28,	|
| 	(1) 	| numero = 389 	| endr = 0067FE80 	| err = 1 	| 389 -> 390 	| genes = 0.89,0.10,0.31,0.84,0.51,0.84,	|
| 	(1) 	| numero = 390 	| endr = 0067FE80 	| err = 1 	| 390 -> 394 	| genes = 0.48,0.54,0.26,0.78,0.43,0.03,	|
| 	(1) 	| numero = 394 	| endr = 0067FE80 	| err = 1 	| 394 -> 397 	| genes = 0.48,0.73,0.82,0.84,0.51,0.84,	|
| 	(1) 	| numero = 397 	| endr = 0067FE80 	| err = 1 	| 397 -> 398 	| genes = 0.48,0.73,0.82,0.28,0.40,0.79,	|
| 	(1) 	| numero = 398 	| endr = 0067FE80 	| err = 1 	| 398 -> 402 	| genes = 0.82,0.22,0.92,0.07,0.42,0.34,	|
| 	(1) 	| numero = 402 	| endr = 0067FE80 	| err = 1 	| 402 -> 405 	| genes = 0.11,0.82,0.95,0.28,0.40,0.79,	|
| 	(1) 	| numero = 405 	| endr = 0067FE80 	| err = 1 	| 405 -> 406 	| genes = 0.11,0.82,0.95,0.90,0.15,0.10,	|
| 	(1) 	| numero = 406 	| endr = 0067FE80 	| err = 1 	| 406 -> 409 	| genes = 0.32,0.48,0.70,0.64,0.96,0.09,	|
